WBA,Lat,Long,gridID
17,40.40625,-122.53125,40.40625_-122.53125
17,40.40625,-122.46875,40.40625_-122.46875
17,40.46875,-122.53125,40.46875_-122.53125
17,40.40625,-122.59375,40.40625_-122.59375
17,40.34375,-122.53125,40.34375_-122.53125
22,40.34375,-122.53125,40.34375_-122.53125
22,40.34375,-122.59375,40.34375_-122.59375
22,40.40625,-122.53125,40.40625_-122.53125
22,40.40625,-122.59375,40.40625_-122.59375
22,40.34375,-122.53125,40.34375_-122.53125
22,40.34375,-122.59375,40.34375_-122.59375
22,40.40625,-122.53125,40.40625_-122.53125
22,40.40625,-122.59375,40.40625_-122.59375
22,40.34375,-122.53125,40.34375_-122.53125
22,40.34375,-122.59375,40.34375_-122.59375
22,40.40625,-122.53125,40.40625_-122.53125
22,40.40625,-122.59375,40.40625_-122.59375
22,40.40625,-122.53125,40.40625_-122.53125
22,40.34375,-122.53125,40.34375_-122.53125
22,40.34375,-122.59375,40.34375_-122.59375
22,40.40625,-122.59375,40.40625_-122.59375
22,40.40625,-122.46875,40.40625_-122.46875
23,40.34375,-122.46875,40.34375_-122.46875
23,40.34375,-122.53125,40.34375_-122.53125
23,40.40625,-122.46875,40.40625_-122.46875
23,40.40625,-122.53125,40.40625_-122.53125
23,40.34375,-122.46875,40.34375_-122.46875
23,40.34375,-122.53125,40.34375_-122.53125
23,40.40625,-122.46875,40.40625_-122.46875
23,40.40625,-122.53125,40.40625_-122.53125
23,40.34375,-122.46875,40.34375_-122.46875
23,40.34375,-122.53125,40.34375_-122.53125
23,40.40625,-122.46875,40.40625_-122.46875
23,40.40625,-122.53125,40.40625_-122.53125
23,40.40625,-122.53125,40.40625_-122.53125
23,40.40625,-122.46875,40.40625_-122.46875
23,40.34375,-122.53125,40.34375_-122.53125
23,40.34375,-122.46875,40.34375_-122.46875
23,40.40625,-122.59375,40.40625_-122.59375
28,40.40625,-122.15625,40.40625_-122.15625
28,40.40625,-122.15625,40.40625_-122.15625
28,40.40625,-122.15625,40.40625_-122.15625
28,40.40625,-122.15625,40.40625_-122.15625
28,40.46875,-122.15625,40.46875_-122.15625
28,40.34375,-122.15625,40.34375_-122.15625
28,40.40625,-122.09375,40.40625_-122.09375
28,40.40625,-122.21875,40.40625_-122.21875
29,40.40625,-122.09375,40.40625_-122.09375
29,40.40625,-122.15625,40.40625_-122.15625
29,40.40625,-122.09375,40.40625_-122.09375
29,40.40625,-122.15625,40.40625_-122.15625
29,40.40625,-122.09375,40.40625_-122.09375
29,40.40625,-122.15625,40.40625_-122.15625
29,40.40625,-122.09375,40.40625_-122.09375
29,40.40625,-122.15625,40.40625_-122.15625
29,40.46875,-122.09375,40.46875_-122.09375
29,40.34375,-122.09375,40.34375_-122.09375
29,40.40625,-122.03125,40.40625_-122.03125
30,40.34375,-122.53125,40.34375_-122.53125
30,40.34375,-122.59375,40.34375_-122.59375
30,40.34375,-122.53125,40.34375_-122.53125
30,40.34375,-122.59375,40.34375_-122.59375
30,40.34375,-122.53125,40.34375_-122.53125
30,40.34375,-122.59375,40.34375_-122.59375
30,40.34375,-122.59375,40.34375_-122.59375
30,40.34375,-122.53125,40.34375_-122.53125
30,40.40625,-122.59375,40.40625_-122.59375
30,40.28125,-122.59375,40.28125_-122.59375
30,40.34375,-122.65625,40.34375_-122.65625
31,40.34375,-122.46875,40.34375_-122.46875
31,40.34375,-122.53125,40.34375_-122.53125
31,40.34375,-122.46875,40.34375_-122.46875
31,40.34375,-122.53125,40.34375_-122.53125
31,40.34375,-122.46875,40.34375_-122.46875
31,40.34375,-122.53125,40.34375_-122.53125
31,40.34375,-122.46875,40.34375_-122.46875
31,40.34375,-122.53125,40.34375_-122.53125
31,40.40625,-122.46875,40.40625_-122.46875
31,40.28125,-122.46875,40.28125_-122.46875
31,40.34375,-122.40625,40.34375_-122.40625
32,40.34375,-122.46875,40.34375_-122.46875
32,40.34375,-122.46875,40.34375_-122.46875
32,40.34375,-122.46875,40.34375_-122.46875
32,40.34375,-122.46875,40.34375_-122.46875
32,40.40625,-122.46875,40.40625_-122.46875
32,40.28125,-122.46875,40.28125_-122.46875
32,40.34375,-122.40625,40.34375_-122.40625
32,40.34375,-122.53125,40.34375_-122.53125
37,40.28125,-122.53125,40.28125_-122.53125
37,40.28125,-122.59375,40.28125_-122.59375
37,40.28125,-122.53125,40.28125_-122.53125
37,40.28125,-122.59375,40.28125_-122.59375
37,40.28125,-122.53125,40.28125_-122.53125
37,40.28125,-122.59375,40.28125_-122.59375
37,40.28125,-122.59375,40.28125_-122.59375
37,40.28125,-122.53125,40.28125_-122.53125
37,40.34375,-122.59375,40.34375_-122.59375
37,40.21875,-122.59375,40.21875_-122.59375
37,40.28125,-122.65625,40.28125_-122.65625
38,40.28125,-122.46875,40.28125_-122.46875
38,40.28125,-122.53125,40.28125_-122.53125
38,40.34375,-122.46875,40.34375_-122.46875
38,40.28125,-122.46875,40.28125_-122.46875
38,40.28125,-122.53125,40.28125_-122.53125
38,40.34375,-122.46875,40.34375_-122.46875
38,40.28125,-122.46875,40.28125_-122.46875
38,40.28125,-122.53125,40.28125_-122.53125
38,40.34375,-122.46875,40.34375_-122.46875
38,40.28125,-122.53125,40.28125_-122.53125
38,40.28125,-122.46875,40.28125_-122.46875
38,40.34375,-122.46875,40.34375_-122.46875
38,40.28125,-122.59375,40.28125_-122.59375
38,40.34375,-122.53125,40.34375_-122.53125
39,40.28125,-122.46875,40.28125_-122.46875
39,40.28125,-122.53125,40.28125_-122.53125
39,40.34375,-122.46875,40.34375_-122.46875
39,40.28125,-122.46875,40.28125_-122.46875
39,40.28125,-122.53125,40.28125_-122.53125
39,40.34375,-122.46875,40.34375_-122.46875
39,40.28125,-122.46875,40.28125_-122.46875
39,40.28125,-122.53125,40.28125_-122.53125
39,40.34375,-122.46875,40.34375_-122.46875
39,40.28125,-122.46875,40.28125_-122.46875
39,40.28125,-122.53125,40.28125_-122.53125
39,40.34375,-122.46875,40.34375_-122.46875
39,40.28125,-122.40625,40.28125_-122.40625
39,40.21875,-122.46875,40.21875_-122.46875
40,40.28125,-122.40625,40.28125_-122.40625
40,40.28125,-122.46875,40.28125_-122.46875
40,40.34375,-122.40625,40.34375_-122.40625
40,40.34375,-122.46875,40.34375_-122.46875
40,40.28125,-122.40625,40.28125_-122.40625
40,40.28125,-122.46875,40.28125_-122.46875
40,40.34375,-122.40625,40.34375_-122.40625
40,40.34375,-122.46875,40.34375_-122.46875
40,40.28125,-122.40625,40.28125_-122.40625
40,40.28125,-122.46875,40.28125_-122.46875
40,40.34375,-122.40625,40.34375_-122.40625
40,40.34375,-122.46875,40.34375_-122.46875
40,40.28125,-122.46875,40.28125_-122.46875
40,40.34375,-122.46875,40.34375_-122.46875
40,40.34375,-122.40625,40.34375_-122.40625
40,40.28125,-122.40625,40.28125_-122.40625
40,40.28125,-122.53125,40.28125_-122.53125
44,40.28125,-122.53125,40.28125_-122.53125
44,40.28125,-122.59375,40.28125_-122.59375
44,40.21875,-122.53125,40.21875_-122.53125
44,40.21875,-122.59375,40.21875_-122.59375
44,40.21875,-122.65625,40.21875_-122.65625
44,40.28125,-122.53125,40.28125_-122.53125
44,40.28125,-122.59375,40.28125_-122.59375
44,40.21875,-122.53125,40.21875_-122.53125
44,40.21875,-122.59375,40.21875_-122.59375
44,40.21875,-122.65625,40.21875_-122.65625
44,40.28125,-122.53125,40.28125_-122.53125
44,40.28125,-122.59375,40.28125_-122.59375
44,40.21875,-122.53125,40.21875_-122.53125
44,40.21875,-122.59375,40.21875_-122.59375
44,40.21875,-122.65625,40.21875_-122.65625
44,40.21875,-122.59375,40.21875_-122.59375
44,40.21875,-122.53125,40.21875_-122.53125
44,40.28125,-122.53125,40.28125_-122.53125
44,40.28125,-122.59375,40.28125_-122.59375
44,40.21875,-122.65625,40.21875_-122.65625
45,40.28125,-122.46875,40.28125_-122.46875
45,40.28125,-122.53125,40.28125_-122.53125
45,40.21875,-122.46875,40.21875_-122.46875
45,40.21875,-122.53125,40.21875_-122.53125
45,40.28125,-122.46875,40.28125_-122.46875
45,40.28125,-122.53125,40.28125_-122.53125
45,40.21875,-122.46875,40.21875_-122.46875
45,40.21875,-122.53125,40.21875_-122.53125
45,40.28125,-122.46875,40.28125_-122.46875
45,40.28125,-122.53125,40.28125_-122.53125
45,40.21875,-122.46875,40.21875_-122.46875
45,40.21875,-122.53125,40.21875_-122.53125
45,40.21875,-122.46875,40.21875_-122.46875
45,40.21875,-122.53125,40.21875_-122.53125
45,40.28125,-122.53125,40.28125_-122.53125
45,40.28125,-122.46875,40.28125_-122.46875
45,40.21875,-122.40625,40.21875_-122.40625
46,40.15625,-122.53125,40.15625_-122.53125
46,40.15625,-122.59375,40.15625_-122.59375
46,40.21875,-122.53125,40.21875_-122.53125
46,40.21875,-122.59375,40.21875_-122.59375
46,40.21875,-122.65625,40.21875_-122.65625
46,40.15625,-122.53125,40.15625_-122.53125
46,40.15625,-122.59375,40.15625_-122.59375
46,40.21875,-122.53125,40.21875_-122.53125
46,40.21875,-122.59375,40.21875_-122.59375
46,40.21875,-122.65625,40.21875_-122.65625
46,40.15625,-122.53125,40.15625_-122.53125
46,40.15625,-122.59375,40.15625_-122.59375
46,40.21875,-122.53125,40.21875_-122.53125
46,40.21875,-122.59375,40.21875_-122.59375
46,40.21875,-122.65625,40.21875_-122.65625
46,40.21875,-122.59375,40.21875_-122.59375
46,40.21875,-122.53125,40.21875_-122.53125
46,40.15625,-122.59375,40.15625_-122.59375
46,40.15625,-122.53125,40.15625_-122.53125
46,40.21875,-122.65625,40.21875_-122.65625
47,40.15625,-122.53125,40.15625_-122.53125
47,40.15625,-122.59375,40.15625_-122.59375
47,40.21875,-122.53125,40.21875_-122.53125
47,40.15625,-122.53125,40.15625_-122.53125
47,40.15625,-122.59375,40.15625_-122.59375
47,40.21875,-122.53125,40.21875_-122.53125
47,40.15625,-122.53125,40.15625_-122.53125
47,40.15625,-122.59375,40.15625_-122.59375
47,40.21875,-122.53125,40.21875_-122.53125
47,40.21875,-122.53125,40.21875_-122.53125
47,40.15625,-122.53125,40.15625_-122.53125
47,40.15625,-122.59375,40.15625_-122.59375
47,40.21875,-122.46875,40.21875_-122.46875
47,40.21875,-122.59375,40.21875_-122.59375
48,40.21875,-122.46875,40.21875_-122.46875
48,40.21875,-122.53125,40.21875_-122.53125
48,40.21875,-122.46875,40.21875_-122.46875
48,40.21875,-122.53125,40.21875_-122.53125
48,40.21875,-122.46875,40.21875_-122.46875
48,40.21875,-122.53125,40.21875_-122.53125
48,40.21875,-122.46875,40.21875_-122.46875
48,40.21875,-122.53125,40.21875_-122.53125
48,40.28125,-122.46875,40.28125_-122.46875
48,40.15625,-122.46875,40.15625_-122.46875
48,40.21875,-122.40625,40.21875_-122.40625
52,40.28125,-122.15625,40.28125_-122.15625
52,40.28125,-122.21875,40.28125_-122.21875
52,40.28125,-122.15625,40.28125_-122.15625
52,40.28125,-122.21875,40.28125_-122.21875
52,40.28125,-122.15625,40.28125_-122.15625
52,40.28125,-122.21875,40.28125_-122.21875
52,40.28125,-122.15625,40.28125_-122.15625
52,40.28125,-122.21875,40.28125_-122.21875
52,40.34375,-122.15625,40.34375_-122.15625
52,40.21875,-122.15625,40.21875_-122.15625
52,40.28125,-122.09375,40.28125_-122.09375
53,40.28125,-122.15625,40.28125_-122.15625
53,40.21875,-122.15625,40.21875_-122.15625
53,40.28125,-122.15625,40.28125_-122.15625
53,40.21875,-122.15625,40.21875_-122.15625
53,40.28125,-122.15625,40.28125_-122.15625
53,40.21875,-122.15625,40.21875_-122.15625
53,40.28125,-122.15625,40.28125_-122.15625
53,40.21875,-122.15625,40.21875_-122.15625
53,40.34375,-122.15625,40.34375_-122.15625
53,40.28125,-122.21875,40.28125_-122.21875
53,40.28125,-122.09375,40.28125_-122.09375
54,40.15625,-122.53125,40.15625_-122.53125
54,40.15625,-122.59375,40.15625_-122.59375
54,40.15625,-122.53125,40.15625_-122.53125
54,40.15625,-122.59375,40.15625_-122.59375
54,40.15625,-122.53125,40.15625_-122.53125
54,40.15625,-122.59375,40.15625_-122.59375
54,40.15625,-122.53125,40.15625_-122.53125
54,40.15625,-122.59375,40.15625_-122.59375
54,40.21875,-122.53125,40.21875_-122.53125
54,40.09375,-122.53125,40.09375_-122.53125
54,40.15625,-122.46875,40.15625_-122.46875
78,40.03125,-122.03125,40.03125_-122.03125
78,40.03125,-122.03125,40.03125_-122.03125
78,40.03125,-122.03125,40.03125_-122.03125
78,40.03125,-122.03125,40.03125_-122.03125
78,40.09375,-122.03125,40.09375_-122.03125
78,39.96875,-122.03125,39.96875_-122.03125
78,40.03125,-121.96875,40.03125_-121.96875
78,40.03125,-122.09375,40.03125_-122.09375
85,40.03125,-122.03125,40.03125_-122.03125
85,40.03125,-122.03125,40.03125_-122.03125
85,40.03125,-122.03125,40.03125_-122.03125
85,40.03125,-122.03125,40.03125_-122.03125
85,40.09375,-122.03125,40.09375_-122.03125
85,39.96875,-122.03125,39.96875_-122.03125
85,40.03125,-121.96875,40.03125_-121.96875
85,40.03125,-122.09375,40.03125_-122.09375
106,39.84375,-122.40625,39.84375_-122.40625
106,39.84375,-122.46875,39.84375_-122.46875
106,39.84375,-122.40625,39.84375_-122.40625
106,39.84375,-122.46875,39.84375_-122.46875
106,39.84375,-122.40625,39.84375_-122.40625
106,39.84375,-122.46875,39.84375_-122.46875
106,39.84375,-122.40625,39.84375_-122.40625
106,39.84375,-122.46875,39.84375_-122.46875
106,39.90625,-122.40625,39.90625_-122.40625
106,39.78125,-122.40625,39.78125_-122.40625
106,39.84375,-122.34375,39.84375_-122.34375
107,39.84375,-122.34375,39.84375_-122.34375
107,39.84375,-122.40625,39.84375_-122.40625
107,39.78125,-122.34375,39.78125_-122.34375
107,39.84375,-122.34375,39.84375_-122.34375
107,39.84375,-122.40625,39.84375_-122.40625
107,39.78125,-122.34375,39.78125_-122.34375
107,39.84375,-122.34375,39.84375_-122.34375
107,39.84375,-122.40625,39.84375_-122.40625
107,39.78125,-122.34375,39.78125_-122.34375
107,39.84375,-122.34375,39.84375_-122.34375
107,39.84375,-122.40625,39.84375_-122.40625
107,39.78125,-122.34375,39.78125_-122.34375
107,39.84375,-122.28125,39.84375_-122.28125
107,39.90625,-122.34375,39.90625_-122.34375
108,39.84375,-122.34375,39.84375_-122.34375
108,39.78125,-122.34375,39.78125_-122.34375
108,39.84375,-122.34375,39.84375_-122.34375
108,39.78125,-122.34375,39.78125_-122.34375
108,39.84375,-122.34375,39.84375_-122.34375
108,39.78125,-122.34375,39.78125_-122.34375
108,39.84375,-122.34375,39.84375_-122.34375
108,39.78125,-122.34375,39.78125_-122.34375
108,39.90625,-122.34375,39.90625_-122.34375
108,39.84375,-122.40625,39.84375_-122.40625
108,39.84375,-122.28125,39.84375_-122.28125
115,39.84375,-121.84375,39.84375_-121.84375
115,39.84375,-121.84375,39.84375_-121.84375
115,39.84375,-121.84375,39.84375_-121.84375
115,39.84375,-121.84375,39.84375_-121.84375
115,39.90625,-121.84375,39.90625_-121.84375
115,39.78125,-121.84375,39.78125_-121.84375
115,39.84375,-121.78125,39.84375_-121.78125
115,39.84375,-121.90625,39.84375_-121.90625
121,39.84375,-122.40625,39.84375_-122.40625
121,39.84375,-122.46875,39.84375_-122.46875
121,39.78125,-122.40625,39.78125_-122.40625
121,39.78125,-122.46875,39.78125_-122.46875
121,39.84375,-122.40625,39.84375_-122.40625
121,39.84375,-122.46875,39.84375_-122.46875
121,39.78125,-122.40625,39.78125_-122.40625
121,39.78125,-122.46875,39.78125_-122.46875
121,39.84375,-122.40625,39.84375_-122.40625
121,39.84375,-122.46875,39.84375_-122.46875
121,39.78125,-122.40625,39.78125_-122.40625
121,39.78125,-122.46875,39.78125_-122.46875
121,39.78125,-122.40625,39.78125_-122.40625
121,39.78125,-122.46875,39.78125_-122.46875
121,39.84375,-122.46875,39.84375_-122.46875
121,39.84375,-122.40625,39.84375_-122.40625
121,39.78125,-122.34375,39.78125_-122.34375
122,39.84375,-122.34375,39.84375_-122.34375
122,39.84375,-122.40625,39.84375_-122.40625
122,39.78125,-122.34375,39.78125_-122.34375
122,39.78125,-122.40625,39.78125_-122.40625
122,39.84375,-122.34375,39.84375_-122.34375
122,39.84375,-122.40625,39.84375_-122.40625
122,39.78125,-122.34375,39.78125_-122.34375
122,39.78125,-122.40625,39.78125_-122.40625
122,39.84375,-122.34375,39.84375_-122.34375
122,39.84375,-122.40625,39.84375_-122.40625
122,39.78125,-122.34375,39.78125_-122.34375
122,39.78125,-122.40625,39.78125_-122.40625
122,39.78125,-122.34375,39.78125_-122.34375
122,39.78125,-122.40625,39.78125_-122.40625
122,39.84375,-122.40625,39.84375_-122.40625
122,39.84375,-122.34375,39.84375_-122.34375
122,39.78125,-122.28125,39.78125_-122.28125
123,39.78125,-122.34375,39.78125_-122.34375
123,39.78125,-122.40625,39.78125_-122.40625
123,39.78125,-122.34375,39.78125_-122.34375
123,39.78125,-122.40625,39.78125_-122.40625
123,39.78125,-122.34375,39.78125_-122.34375
123,39.78125,-122.40625,39.78125_-122.40625
123,39.78125,-122.34375,39.78125_-122.34375
123,39.78125,-122.40625,39.78125_-122.40625
123,39.84375,-122.34375,39.84375_-122.34375
123,39.71875,-122.34375,39.71875_-122.34375
123,39.78125,-122.28125,39.78125_-122.28125
137,39.71875,-122.40625,39.71875_-122.40625
137,39.71875,-122.46875,39.71875_-122.46875
137,39.78125,-122.40625,39.78125_-122.40625
137,39.78125,-122.46875,39.78125_-122.46875
137,39.71875,-122.40625,39.71875_-122.40625
137,39.71875,-122.46875,39.71875_-122.46875
137,39.78125,-122.40625,39.78125_-122.40625
137,39.78125,-122.46875,39.78125_-122.46875
137,39.71875,-122.40625,39.71875_-122.40625
137,39.71875,-122.46875,39.71875_-122.46875
137,39.78125,-122.40625,39.78125_-122.40625
137,39.78125,-122.46875,39.78125_-122.46875
137,39.78125,-122.40625,39.78125_-122.40625
137,39.71875,-122.40625,39.71875_-122.40625
137,39.78125,-122.46875,39.78125_-122.46875
137,39.71875,-122.46875,39.71875_-122.46875
137,39.78125,-122.34375,39.78125_-122.34375
138,39.71875,-122.34375,39.71875_-122.34375
138,39.71875,-122.40625,39.71875_-122.40625
138,39.78125,-122.34375,39.78125_-122.34375
138,39.78125,-122.40625,39.78125_-122.40625
138,39.71875,-122.34375,39.71875_-122.34375
138,39.71875,-122.40625,39.71875_-122.40625
138,39.78125,-122.34375,39.78125_-122.34375
138,39.78125,-122.40625,39.78125_-122.40625
138,39.71875,-122.34375,39.71875_-122.34375
138,39.71875,-122.40625,39.71875_-122.40625
138,39.78125,-122.34375,39.78125_-122.34375
138,39.78125,-122.40625,39.78125_-122.40625
138,39.71875,-122.40625,39.71875_-122.40625
138,39.78125,-122.34375,39.78125_-122.34375
138,39.71875,-122.34375,39.71875_-122.34375
138,39.78125,-122.40625,39.78125_-122.40625
138,39.71875,-122.46875,39.71875_-122.46875
321,39.03125,-121.34375,39.03125_-121.34375
321,39.09375,-121.34375,39.09375_-121.34375
321,39.03125,-121.34375,39.03125_-121.34375
321,39.09375,-121.34375,39.09375_-121.34375
321,39.03125,-121.34375,39.03125_-121.34375
321,39.09375,-121.34375,39.09375_-121.34375
321,39.09375,-121.34375,39.09375_-121.34375
321,39.03125,-121.34375,39.03125_-121.34375
321,39.15625,-121.34375,39.15625_-121.34375
321,39.09375,-121.40625,39.09375_-121.40625
321,39.09375,-121.28125,39.09375_-121.28125
400,38.53125,-121.09375,38.53125_-121.09375
400,38.53125,-121.15625,38.53125_-121.15625
400,38.59375,-121.09375,38.59375_-121.09375
400,38.59375,-121.15625,38.59375_-121.15625
400,38.53125,-121.09375,38.53125_-121.09375
400,38.53125,-121.15625,38.53125_-121.15625
400,38.59375,-121.09375,38.59375_-121.09375
400,38.59375,-121.15625,38.59375_-121.15625
400,38.59375,-121.09375,38.59375_-121.09375
400,38.53125,-121.09375,38.53125_-121.09375
400,38.59375,-121.15625,38.59375_-121.15625
400,38.53125,-121.15625,38.53125_-121.15625
400,38.59375,-121.03125,38.59375_-121.03125
401,38.53125,-121.09375,38.53125_-121.09375
401,38.53125,-121.09375,38.53125_-121.09375
401,38.53125,-121.09375,38.53125_-121.09375
401,38.59375,-121.09375,38.59375_-121.09375
401,38.46875,-121.09375,38.46875_-121.09375
401,38.53125,-121.03125,38.53125_-121.03125
401,38.53125,-121.15625,38.53125_-121.15625
439,38.46875,-121.03125,38.46875_-121.03125
439,38.46875,-121.03125,38.46875_-121.03125
439,38.46875,-121.03125,38.46875_-121.03125
439,38.53125,-121.03125,38.53125_-121.03125
439,38.40625,-121.03125,38.40625_-121.03125
439,38.46875,-120.96875,38.46875_-120.96875
439,38.46875,-121.09375,38.46875_-121.09375
458,38.46875,-121.03125,38.46875_-121.03125
458,38.46875,-121.03125,38.46875_-121.03125
458,38.46875,-121.03125,38.46875_-121.03125
458,38.53125,-121.03125,38.53125_-121.03125
458,38.40625,-121.03125,38.40625_-121.03125
458,38.46875,-120.96875,38.46875_-120.96875
458,38.46875,-121.09375,38.46875_-121.09375
460,38.40625,-120.96875,38.40625_-120.96875
460,38.40625,-120.96875,38.40625_-120.96875
460,38.40625,-120.96875,38.40625_-120.96875
460,38.46875,-120.96875,38.46875_-120.96875
460,38.34375,-120.96875,38.34375_-120.96875
460,38.40625,-120.90625,38.40625_-120.90625
460,38.40625,-121.03125,38.40625_-121.03125
461,38.40625,-120.96875,38.40625_-120.96875
461,38.40625,-120.96875,38.40625_-120.96875
461,38.40625,-120.96875,38.40625_-120.96875
461,38.46875,-120.96875,38.46875_-120.96875
461,38.34375,-120.96875,38.34375_-120.96875
461,38.40625,-120.90625,38.40625_-120.90625
461,38.40625,-121.03125,38.40625_-121.03125
478,38.28125,-120.96875,38.28125_-120.96875
478,38.28125,-120.96875,38.28125_-120.96875
478,38.28125,-120.96875,38.28125_-120.96875
478,38.34375,-120.96875,38.34375_-120.96875
478,38.21875,-120.96875,38.21875_-120.96875
478,38.28125,-120.90625,38.28125_-120.90625
478,38.28125,-121.03125,38.28125_-121.03125
479,38.34375,-120.90625,38.34375_-120.90625
479,38.34375,-120.90625,38.34375_-120.90625
479,38.34375,-120.90625,38.34375_-120.90625
479,38.40625,-120.90625,38.40625_-120.90625
479,38.28125,-120.90625,38.28125_-120.90625
479,38.34375,-120.84375,38.34375_-120.84375
479,38.34375,-120.96875,38.34375_-120.96875
480,38.34375,-121.96875,38.34375_-121.96875
480,38.34375,-122.03125,38.34375_-122.03125
480,38.28125,-121.96875,38.28125_-121.96875
480,38.28125,-122.03125,38.28125_-122.03125
480,38.34375,-121.96875,38.34375_-121.96875
480,38.34375,-122.03125,38.34375_-122.03125
480,38.28125,-121.96875,38.28125_-121.96875
480,38.28125,-122.03125,38.28125_-122.03125
480,38.28125,-121.96875,38.28125_-121.96875
480,38.28125,-122.03125,38.28125_-122.03125
480,38.34375,-121.96875,38.34375_-121.96875
480,38.34375,-122.03125,38.34375_-122.03125
480,38.28125,-121.90625,38.28125_-121.90625
481,38.34375,-121.96875,38.34375_-121.96875
481,38.28125,-121.90625,38.28125_-121.90625
481,38.28125,-121.96875,38.28125_-121.96875
481,38.34375,-121.96875,38.34375_-121.96875
481,38.28125,-121.90625,38.28125_-121.90625
481,38.28125,-121.96875,38.28125_-121.96875
481,38.28125,-121.90625,38.28125_-121.90625
481,38.28125,-121.96875,38.28125_-121.96875
481,38.34375,-121.96875,38.34375_-121.96875
481,38.28125,-121.84375,38.28125_-121.84375
481,38.34375,-121.90625,38.34375_-121.90625
495,38.21875,-122.03125,38.21875_-122.03125
495,38.21875,-122.09375,38.21875_-122.09375
495,38.28125,-122.03125,38.28125_-122.03125
495,38.28125,-122.09375,38.28125_-122.09375
495,38.21875,-122.03125,38.21875_-122.03125
495,38.21875,-122.09375,38.21875_-122.09375
495,38.28125,-122.03125,38.28125_-122.03125
495,38.28125,-122.09375,38.28125_-122.09375
495,38.28125,-122.09375,38.28125_-122.09375
495,38.21875,-122.09375,38.21875_-122.09375
495,38.28125,-122.03125,38.28125_-122.03125
495,38.21875,-122.03125,38.21875_-122.03125
495,38.28125,-122.15625,38.28125_-122.15625
496,38.21875,-121.96875,38.21875_-121.96875
496,38.21875,-122.03125,38.21875_-122.03125
496,38.28125,-121.96875,38.28125_-121.96875
496,38.28125,-122.03125,38.28125_-122.03125
496,38.21875,-121.96875,38.21875_-121.96875
496,38.21875,-122.03125,38.21875_-122.03125
496,38.28125,-121.96875,38.28125_-121.96875
496,38.28125,-122.03125,38.28125_-122.03125
496,38.21875,-122.03125,38.21875_-122.03125
496,38.21875,-121.96875,38.21875_-121.96875
496,38.28125,-122.03125,38.28125_-122.03125
496,38.28125,-121.96875,38.28125_-121.96875
496,38.21875,-122.09375,38.21875_-122.09375
497,38.15625,-121.90625,38.15625_-121.90625
497,38.21875,-121.84375,38.21875_-121.84375
497,38.21875,-121.90625,38.21875_-121.90625
497,38.21875,-121.96875,38.21875_-121.96875
497,38.28125,-121.84375,38.28125_-121.84375
497,38.28125,-121.90625,38.28125_-121.90625
